employee_id,employee_name,restaurant_id,shift_start,shift_end,gender,workload,employee_satisfaction,burnout,avg_sale_per_hour,day_of_week,avg_traffic
31674,Russell Hayes,3,08:00:00,17:00:00,Female,2.5,2,8,147.32,Saturday,32
31675,Brandon Bowen,2,10:00:00,19:00:00,Female,1.04,9,1,404.64,Friday,13
31676,Michelle Cobb,3,06:00:00,15:00:00,Male,4.13,4,6,565.8,Saturday,6
31677,Nicholas Simmons,2,12:00:00,21:00:00,Male,1.22,7,3,434.42,Wednesday,20
31678,Kirsten Duncan,1,14:00:00,23:00:00,Male,1.87,10,0,400.84,Tuesday,33
31679,Robert Jones,3,11:00:00,20:00:00,Female,0.96,1,9,131.42,Sunday,9
31680,Stephen Jordan,3,11:00:00,20:00:00,Female,1.1,2,8,313.37,Thursday,23
31681,Tami Gibson,3,08:00:00,17:00:00,Male,3.77,7,3,521.57,Thursday,6
31682,Beth Crawford,1,08:00:00,17:00:00,Male,29.38,2,8,249.25,Tuesday,2
31683,Paul Jones,1,06:00:00,15:00:00,Female,1.32,10,0,363.51,Wednesday,23
31684,Terry Jones,3,07:00:00,16:00:00,Male,1.75,9,1,178.77,Tuesday,30
31685,Ms. Courtney Allen,3,15:00:00,00:00:00,Male,5.04,4,6,299.12,Monday,39
31686,Laurie Jones,1,06:00:00,15:00:00,Female,6.48,8,2,423.72,Saturday,7
31687,Troy Thomas,3,12:00:00,21:00:00,Male,1.5,10,0,252.76,Thursday,7
31688,Mark Hendrix,1,05:00:00,14:00:00,Male,4.56,7,3,380.74,Thursday,14
31689,Kristi Hawkins,1,06:00:00,15:00:00,Female,2.46,10,0,250.73,Monday,47
31690,Christine Carrillo,3,07:00:00,16:00:00,Female,0.72,7,3,483.42,Tuesday,19
31691,Connie Martinez,3,05:00:00,14:00:00,Female,5.13,6,4,594.43,Tuesday,26
31692,Jessica Reed,3,11:00:00,20:00:00,Female,0.59,6,4,408.48,Monday,26
31693,Tiffany Bentley,1,08:00:00,17:00:00,Male,7.31,5,5,369.35,Saturday,17
31694,Timothy Sanders,1,12:00:00,21:00:00,Male,2.58,6,4,369.34,Friday,39
31695,Jeremy Wright,1,07:00:00,16:00:00,Male,2.09,7,3,272.44,Friday,10
31696,Yvonne Gonzalez,1,15:00:00,00:00:00,Male,15.85,3,7,532.9,Thursday,39
31697,Rachel Lee,3,11:00:00,20:00:00,Female,1.67,1,9,498.72,Sunday,30
31698,Mrs. Amanda Padilla,1,06:00:00,15:00:00,Female,2.87,1,9,330.2,Sunday,25
31699,Christopher Garcia,2,10:00:00,19:00:00,Male,3.1,5,5,136.63,Friday,38
31700,Carol Martinez,3,09:00:00,18:00:00,Female,5.49,4,6,529.46,Sunday,38
31701,Kelsey Davidson,3,09:00:00,18:00:00,Male,4.54,3,7,449.06,Monday,7
31702,Marcus Thompson,1,09:00:00,18:00:00,Male,3.06,2,8,137.23,Sunday,24
31703,Jonathan Martin,3,08:00:00,17:00:00,Female,3.82,5,5,546.15,Monday,24
31704,Megan Garcia,3,07:00:00,16:00:00,Male,3.9,9,1,413.75,Wednesday,27
31705,Rachel Joseph,3,09:00:00,18:00:00,Female,4.93,1,9,169.08,Friday,37
31706,Bryan Garcia,3,06:00:00,15:00:00,Male,2.23,4,6,495.55,Thursday,40
31707,Beth Edwards,1,12:00:00,21:00:00,Male,1.28,8,2,119.06,Saturday,26
31708,Shannon Hamilton,1,08:00:00,17:00:00,Female,1.28,7,3,488.17,Tuesday,24
31709,Amanda Kim,3,07:00:00,16:00:00,Female,2.47,9,1,128.65,Saturday,7
31710,Stuart Hansen,1,14:00:00,23:00:00,Male,0.88,1,9,297.52,Friday,5
31711,Michael Phillips,1,10:00:00,19:00:00,Male,2.3,10,0,108.58,Thursday,13
31712,Paul Barker,3,10:00:00,19:00:00,Female,3.53,1,9,580.47,Tuesday,49
31713,Jacob White,1,10:00:00,19:00:00,Female,1.36,10,0,264.45,Wednesday,24
31714,Alicia Pitts,3,11:00:00,20:00:00,Female,1.57,8,2,586.0,Friday,27
31715,Elizabeth Thompson,2,09:00:00,18:00:00,Female,1.09,2,8,107.47,Thursday,12
31716,Traci Hoffman,2,08:00:00,17:00:00,Female,10.07,1,9,102.47,Monday,49
31717,Emily Clark,3,14:00:00,23:00:00,Male,2.91,6,4,445.41,Saturday,40
31718,Robin Santos,2,10:00:00,19:00:00,Female,2.92,4,6,583.96,Wednesday,43
31719,Thomas Wells,1,05:00:00,14:00:00,Female,2.28,2,8,407.82,Wednesday,27
31720,Matthew Davidson,2,08:00:00,17:00:00,Male,7.07,2,8,520.88,Thursday,18
31721,Jeffrey Owens,3,07:00:00,16:00:00,Male,1.42,7,3,171.41,Thursday,35
31722,Christopher Chang,1,05:00:00,14:00:00,Male,1.92,4,6,488.9,Thursday,9
31723,Ashley Zamora,1,06:00:00,15:00:00,Male,5.23,9,1,311.48,Wednesday,48
31724,Eric Jacobs,3,06:00:00,15:00:00,Female,1.42,5,5,134.37,Saturday,25
31725,Colin Buchanan,1,11:00:00,20:00:00,Male,3.3,1,9,158.72,Friday,30
31726,Thomas Spears,2,10:00:00,19:00:00,Female,0.66,7,3,101.71,Thursday,7
31727,Joshua Johnston,2,05:00:00,14:00:00,Female,3.15,10,0,147.34,Sunday,33
31728,Matthew Perez,2,08:00:00,17:00:00,Male,11.49,6,4,164.36,Tuesday,12
31729,Michael Butler,3,14:00:00,23:00:00,Male,1.19,9,1,556.71,Wednesday,14
31730,April Madden,3,06:00:00,15:00:00,Female,3.88,9,1,409.37,Saturday,45
31731,Mrs. Amber Rivera,1,12:00:00,21:00:00,Male,2.21,8,2,356.23,Sunday,46
31732,Dr. Daniel Lopez MD,1,09:00:00,18:00:00,Male,1.55,10,0,350.12,Wednesday,10
31733,Kenneth Lloyd,1,10:00:00,19:00:00,Male,1.75,10,0,587.66,Friday,47
31734,Alicia Bell,3,10:00:00,19:00:00,Male,2.96,10,0,105.58,Sunday,44
31735,Todd Henry,3,05:00:00,14:00:00,Female,3.14,10,0,460.09,Sunday,6
31736,Mary Padilla,2,11:00:00,20:00:00,Male,1.71,2,8,227.73,Tuesday,15
31737,Donald Arnold MD,1,06:00:00,15:00:00,Female,2.02,5,5,201.48,Friday,49
31738,Dan Smith,1,08:00:00,17:00:00,Male,3.11,8,2,182.76,Sunday,13
31739,Benjamin Wright,2,14:00:00,23:00:00,Male,0.83,8,2,430.67,Tuesday,6
31740,Clayton Joseph,2,11:00:00,20:00:00,Female,1.37,3,7,433.11,Thursday,8
31741,Kaitlyn Thompson,1,08:00:00,17:00:00,Female,4.39,8,2,435.34,Saturday,24
31742,Dana Robertson,3,05:00:00,14:00:00,Male,1.58,8,2,428.11,Monday,49
31743,Sarah Willis,1,13:00:00,22:00:00,Male,45.68,5,5,448.16,Tuesday,42
31744,Tommy Mcdonald,3,10:00:00,19:00:00,Female,0.96,2,8,335.85,Tuesday,23
31745,Sarah Diaz,3,14:00:00,23:00:00,Male,1.3,9,1,196.05,Sunday,48
31746,Nicholas Vasquez,1,05:00:00,14:00:00,Female,3.0,10,0,233.84,Tuesday,49
31747,Amy Lewis,3,07:00:00,16:00:00,Female,4.29,1,9,155.44,Tuesday,20
31748,Lindsey Larsen,2,07:00:00,16:00:00,Female,6.66,1,9,120.39,Thursday,47
31749,Daniel Salinas,2,07:00:00,16:00:00,Male,1.96,7,3,252.01,Tuesday,48
31750,Dale Holland,3,12:00:00,21:00:00,Male,0.85,3,7,200.36,Sunday,12
31751,Jennifer Turner,1,07:00:00,16:00:00,Female,1.43,7,3,526.66,Thursday,36
31752,Daniel Smith,3,08:00:00,17:00:00,Female,0.54,2,8,378.23,Wednesday,2
31753,Michelle Jennings,2,07:00:00,16:00:00,Female,9.44,2,8,513.48,Sunday,32
31754,Anthony Griffin,1,11:00:00,20:00:00,Male,4.27,7,3,296.25,Tuesday,39
31755,Christina Herman,2,12:00:00,21:00:00,Female,1.57,5,5,193.43,Wednesday,32
31756,Ricardo Carpenter,1,10:00:00,19:00:00,Female,45.88,9,1,547.38,Wednesday,46
31757,Amanda Gomez,2,05:00:00,14:00:00,Female,3.96,9,1,377.24,Sunday,26
31758,Todd Fisher,3,09:00:00,18:00:00,Female,2.31,9,1,106.99,Monday,36
31759,Timothy Davis,3,09:00:00,18:00:00,Female,2.15,7,3,307.61,Saturday,2
31760,Anthony Johnson,1,05:00:00,14:00:00,Female,3.96,3,7,229.16,Friday,30
31761,Kevin Chapman,3,13:00:00,22:00:00,Male,2.93,1,9,229.13,Saturday,19
31762,Stephanie Mclean,3,10:00:00,19:00:00,Male,1.47,6,4,408.76,Saturday,25
31763,Edward Hale,1,09:00:00,18:00:00,Female,4.64,3,7,423.97,Wednesday,39
31764,Patricia Perez,1,13:00:00,22:00:00,Male,3.94,4,6,503.47,Sunday,47
31765,Mary Roberts,2,13:00:00,22:00:00,Male,2.92,9,1,249.35,Thursday,47
31766,Amanda Durham,1,05:00:00,14:00:00,Female,1.17,2,8,178.98,Thursday,16
31767,Jeffrey Lopez,2,05:00:00,14:00:00,Female,0.79,9,1,200.44,Sunday,29
31768,Daniel Whitehead,1,05:00:00,14:00:00,Female,44.41,4,6,135.17,Saturday,38
31769,Michael Carpenter,1,12:00:00,21:00:00,Male,1.54,1,9,400.31,Monday,49
31770,David Vargas,3,05:00:00,14:00:00,Male,1.22,4,6,391.1,Friday,29
31771,Alex Jones,1,05:00:00,14:00:00,Male,4.56,6,4,451.42,Saturday,50
31772,Johnathan Caldwell,3,10:00:00,19:00:00,Male,1.17,3,7,586.06,Saturday,28
31773,Christopher Collins,1,10:00:00,19:00:00,Female,3.1,4,6,487.25,Friday,16
31774,Richard Wagner,2,09:00:00,18:00:00,Female,1.41,9,1,193.27,Tuesday,13
31775,Melinda Fleming,3,07:00:00,16:00:00,Female,2.27,4,6,508.65,Wednesday,44
31776,Amy Smith,3,07:00:00,16:00:00,Female,1.54,5,5,459.23,Saturday,24
31777,Albert Ruiz,3,07:00:00,16:00:00,Male,2.66,6,4,257.78,Tuesday,2
31778,Jessica Evans,3,09:00:00,18:00:00,Female,1.02,9,1,226.87,Monday,7
31779,Jeff Smith,1,08:00:00,17:00:00,Female,1.69,10,0,539.36,Saturday,25
31780,Jeremy Dyer,2,11:00:00,20:00:00,Female,0.96,5,5,416.9,Saturday,1
31781,Dillon Hale,1,05:00:00,14:00:00,Female,1.01,2,8,526.01,Sunday,12
31782,Kim Roach,3,10:00:00,19:00:00,Female,2.47,6,4,138.59,Saturday,36
31783,Melinda Leon,1,13:00:00,22:00:00,Male,0.84,6,4,428.34,Monday,28
31784,Alyssa Taylor,3,06:00:00,15:00:00,Female,0.78,2,8,286.13,Thursday,17
31785,Alec Larson,2,13:00:00,22:00:00,Male,1.85,7,3,419.27,Friday,50
31786,Jill Greer,2,07:00:00,16:00:00,Male,13.62,9,1,465.91,Wednesday,43
31787,Norman Brown,1,11:00:00,20:00:00,Female,0.73,1,9,240.65,Monday,26
31788,Sara Harris,2,08:00:00,17:00:00,Male,1.28,2,8,462.52,Thursday,14
31789,Elizabeth Shelton,1,13:00:00,22:00:00,Male,0.73,2,8,248.14,Wednesday,4
31790,Shane Short,3,05:00:00,14:00:00,Female,1.47,7,3,300.79,Friday,35
31791,Diane Chapman,1,06:00:00,15:00:00,Female,0.7,7,3,429.05,Wednesday,29
31792,Michael Oliver,1,10:00:00,19:00:00,Male,8.28,7,3,538.2,Monday,41
31793,Marissa Davila,3,07:00:00,16:00:00,Female,1.53,9,1,290.9,Wednesday,40
31794,Stephanie Roberts,3,05:00:00,14:00:00,Male,6.98,5,5,166.15,Saturday,7
31795,Gloria Mays,2,08:00:00,17:00:00,Female,10.35,3,7,580.84,Friday,7
31796,Matthew Salazar,1,06:00:00,15:00:00,Male,0.79,10,0,330.9,Thursday,12
31797,Christopher Mckenzie,2,09:00:00,18:00:00,Female,2.83,7,3,167.01,Thursday,19
31798,Timothy Greene,1,11:00:00,20:00:00,Female,1.34,7,3,350.26,Wednesday,38
31799,Maria Gutierrez,2,06:00:00,15:00:00,Male,4.49,4,6,516.2,Sunday,37
31800,Amanda Burton,1,12:00:00,21:00:00,Female,17.0,3,7,568.66,Sunday,37
31801,James Pena MD,2,06:00:00,15:00:00,Male,0.6,5,5,315.66,Tuesday,14
31802,Laura Marshall,2,09:00:00,18:00:00,Male,9.71,8,2,264.92,Thursday,49
31803,Laura Grimes,3,08:00:00,17:00:00,Female,0.89,9,1,113.3,Saturday,21
31804,Jeffrey Cox,1,12:00:00,21:00:00,Female,22.82,7,3,312.19,Monday,5
31805,Michael Cook,1,09:00:00,18:00:00,Male,0.93,8,2,399.51,Wednesday,20
31806,Patrick Glover,3,08:00:00,17:00:00,Female,4.62,7,3,494.95,Wednesday,21
31807,Gabrielle Green,3,10:00:00,19:00:00,Female,3.23,10,0,169.9,Saturday,31
31808,Robert Gilmore,1,07:00:00,16:00:00,Male,1.68,5,5,299.81,Wednesday,48
31809,Anthony Chan,3,05:00:00,14:00:00,Female,8.19,10,0,434.16,Saturday,37
31810,Kristina Stanton,3,10:00:00,19:00:00,Male,3.35,5,5,196.33,Thursday,35
31811,Crystal Patton,1,07:00:00,16:00:00,Female,0.77,9,1,383.46,Monday,13
31812,James Greer,1,07:00:00,16:00:00,Female,3.75,10,0,215.42,Thursday,2
31813,Charles Williamson,2,09:00:00,18:00:00,Male,2.67,10,0,199.62,Sunday,44
31814,Toni Bradley,3,08:00:00,17:00:00,Male,0.65,10,0,207.24,Saturday,27
31815,Lindsey Davis,1,14:00:00,23:00:00,Male,4.25,3,7,339.7,Saturday,39
31816,Haley Schneider,2,15:00:00,00:00:00,Male,1.69,8,2,576.54,Wednesday,1
31817,Michael Walker,3,09:00:00,18:00:00,Male,2.64,4,6,290.58,Sunday,33
31818,Jesus Murphy,1,07:00:00,16:00:00,Female,15.06,8,2,115.05,Monday,42
31819,Eric Bell,3,12:00:00,21:00:00,Female,2.88,8,2,145.05,Saturday,41
31820,Daniel Hopkins,3,10:00:00,19:00:00,Male,2.21,9,1,298.88,Saturday,29
31821,Richard Adams,2,10:00:00,19:00:00,Female,1.16,9,1,478.01,Tuesday,3
31822,Andrew Miller,1,06:00:00,15:00:00,Female,7.16,3,7,595.43,Wednesday,22
31823,Jennifer Stanton,2,10:00:00,19:00:00,Male,2.04,9,1,504.29,Saturday,4
31824,Alexis Parsons,3,06:00:00,15:00:00,Male,3.81,5,5,440.2,Wednesday,1
31825,Jose Gonzales,2,09:00:00,18:00:00,Male,1.0,1,9,466.46,Tuesday,20
31826,Philip Baker,1,12:00:00,21:00:00,Female,1.59,5,5,473.51,Tuesday,17
31827,Melissa Alvarez,2,08:00:00,17:00:00,Female,2.24,9,1,118.47,Tuesday,37
31828,Shane Brown,2,09:00:00,18:00:00,Male,0.98,5,5,590.78,Wednesday,27
31829,Taylor Hopkins,3,10:00:00,19:00:00,Male,0.87,2,8,241.97,Tuesday,14
31830,Brian Garza,3,12:00:00,21:00:00,Male,0.99,2,8,508.92,Monday,1
31831,Heather Ramos,3,11:00:00,20:00:00,Female,1.12,4,6,556.42,Sunday,1
31832,Oscar Walker,1,06:00:00,15:00:00,Male,1.08,9,1,115.05,Thursday,21
31833,Ryan Gonzalez,1,05:00:00,14:00:00,Female,1.01,7,3,554.86,Monday,18
31834,Juan Martin,1,06:00:00,15:00:00,Female,1.37,5,5,112.04,Tuesday,49
31835,Cathy Graham,1,05:00:00,14:00:00,Female,1.26,9,1,357.77,Thursday,17
31836,Richard King,1,10:00:00,19:00:00,Female,1.25,4,6,518.74,Saturday,48
31837,Kevin Dickson,1,10:00:00,19:00:00,Female,0.95,1,9,596.59,Friday,25
31838,Madeline Yu,2,07:00:00,16:00:00,Female,1.57,1,9,592.72,Saturday,24
31839,Pamela Krause,1,11:00:00,20:00:00,Female,1.09,10,0,453.6,Wednesday,9
31840,Curtis Buck,3,07:00:00,16:00:00,Male,2.76,4,6,472.2,Monday,3
31841,Michael Henderson,3,11:00:00,20:00:00,Female,2.21,9,1,572.24,Tuesday,33
31842,Mackenzie Smith,1,05:00:00,14:00:00,Female,1.81,3,7,576.63,Friday,47
31843,Roger Smith,3,06:00:00,15:00:00,Female,0.92,1,9,393.38,Thursday,23
31844,Amy Norton,3,13:00:00,22:00:00,Male,2.19,5,5,130.86,Monday,41
31845,Amber Guerra,2,10:00:00,19:00:00,Female,1.27,1,9,198.83,Thursday,31
31846,Breanna Davidson,1,08:00:00,17:00:00,Male,18.87,3,7,251.7,Tuesday,8
31847,Christopher King,3,09:00:00,18:00:00,Female,22.94,10,0,522.58,Saturday,31
31848,Karina Rich,2,05:00:00,14:00:00,Female,1.2,7,3,460.8,Friday,15
31849,Aaron Martinez,1,09:00:00,18:00:00,Male,1.22,9,1,588.02,Sunday,13
31850,Terry Holloway,1,12:00:00,21:00:00,Male,0.79,4,6,279.83,Tuesday,28
31851,Donna Kelly,2,11:00:00,20:00:00,Female,2.18,9,1,579.56,Wednesday,35
31852,Jennifer Brooks,3,10:00:00,19:00:00,Female,5.03,6,4,478.65,Monday,14
31853,Mark Wright,3,11:00:00,20:00:00,Male,1.81,2,8,211.25,Tuesday,25
31854,Theresa Mayo,3,05:00:00,14:00:00,Male,4.36,3,7,123.48,Friday,43
31855,Amy Moore,3,05:00:00,14:00:00,Male,2.73,10,0,154.4,Wednesday,22
31856,Tiffany Kennedy,1,06:00:00,15:00:00,Female,1.57,1,9,447.9,Monday,17
31857,Steven Young,1,07:00:00,16:00:00,Female,2.81,2,8,331.91,Monday,43
31858,Mike Hamilton,2,09:00:00,18:00:00,Female,4.15,6,4,117.62,Wednesday,30
31859,Debra Mccoy,2,08:00:00,17:00:00,Female,2.38,2,8,372.46,Tuesday,37
31860,Jeffrey Barrett,2,09:00:00,18:00:00,Male,1.64,4,6,277.86,Saturday,25
31861,Gary Coleman,2,07:00:00,16:00:00,Female,1.26,4,6,129.04,Tuesday,28
31862,Andrea Osborne,2,12:00:00,21:00:00,Male,1.24,9,1,158.14,Tuesday,20
31863,Nancy Robles,1,07:00:00,16:00:00,Female,1.15,3,7,375.62,Tuesday,41
31864,Lisa Mcgee,2,05:00:00,14:00:00,Male,3.21,1,9,172.87,Wednesday,4
31865,Joshua Smith,2,13:00:00,22:00:00,Male,1.98,1,9,344.49,Tuesday,2
31866,Denise Diaz,3,10:00:00,19:00:00,Female,1.03,1,9,149.42,Saturday,21
31867,John Durham,3,12:00:00,21:00:00,Female,2.1,2,8,345.12,Sunday,12
31868,Michelle Newton,3,05:00:00,14:00:00,Male,1.02,3,7,393.25,Monday,15
31869,Brooke Davis,2,12:00:00,21:00:00,Female,1.34,1,9,590.12,Saturday,20
31870,Dawn Ray,3,09:00:00,18:00:00,Male,0.62,6,4,588.31,Sunday,10
31871,Jacob Jones,2,06:00:00,15:00:00,Female,0.94,3,7,102.82,Sunday,11
31872,Patricia Rich,3,07:00:00,16:00:00,Male,0.92,10,0,451.77,Friday,16
31873,Stacey Cruz,2,09:00:00,18:00:00,Female,15.29,5,5,490.88,Wednesday,37
31874,Katie Hickman,1,10:00:00,19:00:00,Female,0.57,7,3,436.04,Sunday,16
31875,Connor Edwards,2,10:00:00,19:00:00,Male,5.79,4,6,284.33,Monday,49
31876,Tammy Thompson,2,10:00:00,19:00:00,Female,3.8,2,8,366.98,Friday,10
31877,Brian Stone,1,06:00:00,15:00:00,Female,0.84,5,5,584.43,Saturday,24
31878,Erin Huff,3,11:00:00,20:00:00,Female,1.56,7,3,353.08,Saturday,32
31879,Andrea Harrison,3,11:00:00,20:00:00,Male,3.64,5,5,454.75,Friday,2
31880,Michael Hogan,2,11:00:00,20:00:00,Male,1.73,1,9,376.32,Monday,37
31881,Bailey Booth,2,12:00:00,21:00:00,Male,3.72,2,8,217.5,Monday,39
31882,Tracy Mahoney,3,12:00:00,21:00:00,Female,2.24,2,8,545.54,Thursday,37
31883,Wayne Hunt,3,11:00:00,20:00:00,Female,6.46,1,9,402.98,Friday,33
31884,Robert Garcia,1,09:00:00,18:00:00,Male,3.82,7,3,276.64,Sunday,43
31885,Mark Jones,3,09:00:00,18:00:00,Female,2.9,9,1,570.77,Thursday,21
31886,Robert Keller,3,05:00:00,14:00:00,Male,1.69,4,6,398.12,Wednesday,20
31887,Cindy Simpson,2,11:00:00,20:00:00,Female,3.9,9,1,303.43,Friday,16
31888,Justin Ballard,2,07:00:00,16:00:00,Female,4.74,4,6,545.92,Monday,31
31889,Ariel Schultz,2,06:00:00,15:00:00,Male,10.37,8,2,420.92,Friday,32
31890,Joe Duran,2,07:00:00,16:00:00,Female,1.26,10,0,564.75,Monday,46
31891,Gregory Smith,2,15:00:00,00:00:00,Male,1.72,1,9,577.32,Saturday,38
31892,Chase Dyer,3,09:00:00,18:00:00,Female,1.27,5,5,474.24,Wednesday,43
31893,Lori Hodges,2,10:00:00,19:00:00,Female,2.01,5,5,487.77,Wednesday,17
31894,Lawrence Silva DDS,2,11:00:00,20:00:00,Female,3.62,5,5,322.31,Wednesday,16
31895,Dr. Kelly Jones,2,07:00:00,16:00:00,Female,2.26,7,3,443.54,Wednesday,33
31896,Kenneth Moore,1,11:00:00,20:00:00,Female,4.84,7,3,190.67,Monday,34
31897,Phillip Baldwin,1,06:00:00,15:00:00,Female,1.19,9,1,459.92,Thursday,24
31898,James Durham,1,12:00:00,21:00:00,Female,9.14,10,0,365.46,Saturday,24
31899,Emily Sutton,2,06:00:00,15:00:00,Male,2.91,6,4,241.13,Thursday,37
31900,Laura Schultz,2,11:00:00,20:00:00,Female,1.91,2,8,159.94,Saturday,34
31901,Katelyn Ingram,2,07:00:00,16:00:00,Male,1.71,5,5,203.53,Sunday,12
31902,Alicia Forbes,1,08:00:00,17:00:00,Male,1.8,4,6,159.67,Thursday,33
31903,Omar Ford,1,08:00:00,17:00:00,Female,1.27,5,5,391.45,Thursday,50
31904,Nancy Hoffman,2,10:00:00,19:00:00,Female,4.33,1,9,554.46,Monday,31
31905,Richard Ramirez,3,06:00:00,15:00:00,Female,2.19,4,6,362.72,Tuesday,40
31906,Steven Moody,2,12:00:00,21:00:00,Female,1.65,1,9,251.99,Sunday,38
31907,Christopher Herrera,3,05:00:00,14:00:00,Female,1.1,1,9,317.3,Sunday,3
31908,Heather Robinson,2,10:00:00,19:00:00,Female,3.18,1,9,426.96,Wednesday,48
31909,Dylan Anderson,1,14:00:00,23:00:00,Male,0.72,2,8,110.71,Saturday,27
31910,Julie Olsen,2,05:00:00,14:00:00,Female,0.59,8,2,425.55,Wednesday,6
31911,Brittany Solis,1,12:00:00,21:00:00,Male,3.47,3,7,256.53,Monday,21
31912,James Boone,1,09:00:00,18:00:00,Male,1.56,7,3,115.01,Monday,28
31913,Michaela Davenport,3,06:00:00,15:00:00,Female,1.03,10,0,158.96,Tuesday,21
31914,Tamara Johnson,3,08:00:00,17:00:00,Male,3.49,3,7,488.23,Tuesday,43
31915,Jeffery Martinez,1,07:00:00,16:00:00,Female,6.98,7,3,548.9,Friday,36
31916,Paul Hester,1,14:00:00,23:00:00,Male,1.57,9,1,504.59,Friday,42
31917,Evan Williams,3,15:00:00,00:00:00,Male,2.45,6,4,295.92,Monday,11
31918,Scott Johnson,3,10:00:00,19:00:00,Female,2.33,7,3,482.85,Saturday,43
31919,John Santos,2,07:00:00,16:00:00,Female,0.58,9,1,535.18,Thursday,23
31920,Taylor Byrd,1,13:00:00,22:00:00,Male,5.59,3,7,159.8,Tuesday,48
31921,Shannon Shannon,1,15:00:00,00:00:00,Male,2.64,10,0,277.28,Thursday,12
31922,Jeanette Riley,1,12:00:00,21:00:00,Male,2.22,1,9,572.51,Sunday,40
31923,David Valenzuela,1,11:00:00,20:00:00,Female,0.85,2,8,229.15,Friday,27
31924,Nicole Lewis,3,08:00:00,17:00:00,Female,2.0,5,5,473.34,Saturday,33
31925,Bruce Valentine,2,06:00:00,15:00:00,Female,1.08,1,9,379.49,Sunday,29
31926,Tara Green,1,12:00:00,21:00:00,Male,1.07,10,0,529.57,Tuesday,15
31927,Laura Wallace,2,05:00:00,14:00:00,Female,0.94,8,2,191.55,Saturday,11
31928,Sabrina Hamilton,2,10:00:00,19:00:00,Female,1.38,9,1,540.6,Wednesday,26
31929,Amy Powers,2,06:00:00,15:00:00,Female,0.66,7,3,213.76,Friday,24
31930,Julie Reid,1,12:00:00,21:00:00,Male,1.1,1,9,107.05,Wednesday,28
31931,Deborah Benson,1,09:00:00,18:00:00,Female,3.28,4,6,175.36,Saturday,18
31932,William Becker Jr.,1,07:00:00,16:00:00,Female,0.69,8,2,288.69,Tuesday,19
31933,Jeffrey Anderson,3,09:00:00,18:00:00,Female,1.79,10,0,248.11,Tuesday,40
31934,Heather Hudson,1,12:00:00,21:00:00,Male,0.78,1,9,396.13,Thursday,12
31935,William Miller,3,07:00:00,16:00:00,Female,0.5,7,3,509.08,Friday,21
31936,Samuel Chapman,3,12:00:00,21:00:00,Male,0.63,9,1,460.39,Wednesday,3
31937,Jane Green,3,07:00:00,16:00:00,Male,2.17,10,0,512.69,Saturday,11
31938,Michael Parker,2,10:00:00,19:00:00,Female,1.0,3,7,129.44,Friday,6
31939,Christy Garcia,1,13:00:00,22:00:00,Male,6.76,4,6,189.03,Tuesday,46
31940,Justin Burns,1,07:00:00,16:00:00,Female,16.04,4,6,426.86,Tuesday,5
31941,Megan Glenn,3,11:00:00,20:00:00,Male,1.13,5,5,423.71,Saturday,49
31942,James Bond,3,12:00:00,21:00:00,Male,9.2,6,4,180.56,Monday,48
31943,Anna Summers,3,15:00:00,00:00:00,Male,3.41,5,5,590.81,Monday,3
31944,Samantha Young,1,07:00:00,16:00:00,Female,14.35,5,5,441.9,Tuesday,26
31945,Jonathan Evans,1,09:00:00,18:00:00,Female,9.61,2,8,211.1,Friday,2
31946,Cynthia Campbell,2,07:00:00,16:00:00,Female,9.19,7,3,194.61,Thursday,8
31947,Jonathan Lane,3,12:00:00,21:00:00,Male,2.06,6,4,111.37,Friday,23
31948,Elizabeth Coleman,3,11:00:00,20:00:00,Male,2.49,9,1,200.89,Saturday,49
31949,Peter Harper,3,10:00:00,19:00:00,Male,0.9,3,7,568.72,Sunday,8
31950,John Holden,3,10:00:00,19:00:00,Male,3.3,9,1,333.82,Tuesday,9
31951,Tracy Morgan,2,12:00:00,21:00:00,Female,13.62,4,6,425.0,Monday,12
31952,Bianca Moore,2,13:00:00,22:00:00,Male,7.51,7,3,561.26,Tuesday,48
31953,Adam Dennis,3,05:00:00,14:00:00,Female,3.08,3,7,587.97,Friday,46
31954,Terry Gibson,3,05:00:00,14:00:00,Male,0.99,6,4,310.8,Wednesday,4
31955,William Shepherd,2,05:00:00,14:00:00,Male,32.96,4,6,323.72,Saturday,44
31956,Latoya Stephenson,1,07:00:00,16:00:00,Male,3.08,10,0,527.94,Wednesday,45
31957,Natalie Torres,2,09:00:00,18:00:00,Female,2.85,8,2,507.8,Tuesday,39
31958,Tina Rodriguez,3,11:00:00,20:00:00,Male,10.88,3,7,232.31,Saturday,41
31959,Daniel Massey,3,11:00:00,20:00:00,Female,1.63,5,5,125.27,Wednesday,30
31960,Nichole Hamilton,2,07:00:00,16:00:00,Male,2.18,8,2,100.63,Sunday,7
31961,Christopher Scott,1,09:00:00,18:00:00,Female,1.68,10,0,195.73,Thursday,7
31962,Pamela Chavez,3,08:00:00,17:00:00,Female,1.8,5,5,586.78,Friday,19
31963,Shannon Miller,1,07:00:00,16:00:00,Female,0.99,6,4,371.95,Saturday,24
31964,Karen Johnson,2,12:00:00,21:00:00,Male,1.83,8,2,594.84,Friday,37
31965,Patricia Murphy,2,12:00:00,21:00:00,Male,0.74,4,6,319.73,Sunday,11
31966,Jennifer Flores,3,11:00:00,20:00:00,Female,1.64,6,4,210.86,Sunday,24
